productid,suggestion
HBV00000PQKB6,"['HBV00000PQKAG - 0.5754048722560346', 'HBV00000SP6XX - 0.23419333489685284', 'HBV00000NG8K2 - 0.09957542610485903', 'HBV00000NE257 - 0.07827827949526323', 'HBV00000QU3ZD - 0.021228057671933784']"
HBV00000PQKR6,"['HBV00000NFHK5 - 0.2960163690486417', 'HBV00000PQKZ6 - 0.13276266427049935']"
HBV00000PQKVD,"['HBV00000PNG9Z - 0.5387376420601789', 'HBV00000DW9NZ - 0.4162670695163254']"
HBV00000PQKWY,['ZYHEN4407 - 0.3637277803551303']
HBV00000PQKXW,"['HBV00000LML39 - 0.18568011419285946', 'ZYBICN9286625 - 0.18319000156114235', 'HBV00000NE1LM - 0.003163023562771862']"
HBV00000PQKZ6,['HBV00000PQKR6 - 0.13276266427049935']
HBV00000PQLFR,"['HBV00000PVCBM - 0.508044620667182', 'HBV000006IZ6Z - 0.4364123143941059', 'HBV00000NE1SJ - 0.43007561712957165', 'HBV00000PVQ95 - 0.35823685111072273', 'HBV00000QU4CI - 0.06572108625876158']"
HBV00000PQLHL,"['ZYBICN9287652 - 0.1849784982864388', 'HBV0000020P42 - 0.17183970543971697', 'ZYBICN9287639 - 0.1549422302862066']"
HBV00000PQLJ6,"['ZYHPDROETTTL008 - 0.3402440069553277', 'HBV00000NFMQ2 - 0.33836167063832945', 'ZYHPDROETTTL051 - 0.25918884117911956', 'ZYHPDROETTTL043 - 0.24251915123720427', 'ZYHPDROETYRD009 - 0.22163134057869455', 'HBV00000NE1Q4 - 0.2201086263056284', 'ZYHPDROETYRD010 - 0.1996257909621059', 'ZYHPDROETTTL059 - 0.19447824648532133', 'ZYHPDROETYRD008 - 0.1801156319188002', 'ZYHPDROETPDN009 - 0.17921004317827646', 'ZYHPDROETYRD004 - 0.16365685420727216', 'HBV00000PVAXI - 0.14660377746225098', 'HBV000002O5M7 - 0.10715212111648037', 'HBV00000PQIIM - 0.02304408102760641']"
HBV00000PQLPB,['HBV00000PVCK0 - 0.2588498239676542']
HBV00000PQLQG,"['HBV00000NE0XG - 0.13276266427049935', 'HBV00000QU46J - 0.08409344101726302']"
HBV00000PQLS4,['HBV00000NE1VV - 0.41672542500294857']
HBV00000PQLTS,"['HBV00000NFGWV - 0.30814170489229953', 'ZYHPULKERKGF024 - 0.3059891728944911', 'ZYHPULKERCIK050 - 0.25968524879882765', 'HBV00000PVCR7 - 0.2257594681445677', 'ZYHPETICECIK008 - 0.20026755424259282', 'HBV00000NFH73 - 0.1719955139311647', 'HBV00000PV795 - 0.1719955139311647', 'HBV00000PQLVJ - 0.12003784949266937', 'HBV00000QU6IR - 0.10377019339723806', 'HBV00000NFH6V - 0.04900778689187499', 'HBV00000NFH09 - 0.0002663479364421721']"
HBV00000PQLUB,"['HBV00000QU4CC - 0.4851893297021196', 'ZYHPULKERBSK080 - 0.4816527904350372', 'HBV00000NE1VR - 0.40931645267258276', 'HBV00000JUHN2 - 0.3035948340206844']"
HBV00000PQLV1,"['ZYHPULKERBSK033 - 0.29990254555813395', 'HBV00000PV795 - 0.18880366979141228', 'HBV00000PV7AZ - 0.13802061834703958', 'HBV00000QU4CI - 0.0337372920041881']"
HBV00000PQLVH,['HBV00000JUHKU - 0.10257024362447664']
HBV00000PQLVJ,['HBV00000PQLTS - 0.12003784949266931']
HBV00000PQLVL,"['HBV00000QU6IH - 0.30106215590591634', 'HBV00000QU6IN - 0.25648406198160933', 'HBV00000JUHKU - 0.24657993097318168', 'HBV00000U271N - 0.22471219978084345', 'ZYULKER0009204 - 0.1664844133519932', 'ZYULKER0007804 - 0.14366602271079348', 'HBV00000PVCRI - 0.0994184266942299', 'HBV00000NE1VV - 0.0892908953809915', 'HBV00000DW9NT - 0.08578165295510276', 'ZYHPETICEKEK017 - 0.047189339153427504', 'ZYULKER0007200 - 0.021580544044755404', 'HBV00000PVQ93 - 0.0067766583661865885']"
HBV00000PQLWT,"['HBV00000PQLWV - 0.1918659368960797', 'HBV00000PVCR7 - 0.1865551838375793']"
HBV00000PQLWV,['HBV00000PQLWT - 0.1918659368960797']
HBV00000PQLYB,['HBV00000JUHKU - 0.1044369587131462']
HBV00000PQM3M,['HBV00000PQM3O - 0.6379764524471295']
HBV00000PQM3O,['HBV00000PQM3M - 0.6379764524471294']
HBV00000PQORG,['HBV00000PQOVT - 0.30650390510360837']
HBV00000PQOVT,['HBV00000PQORG - 0.30650390510360837']
HBV00000PQOWB,['HBV00000H8CAW - 0.6196260233487821']
HBV00000PQP3X,"['ZYBICN9286983 - 0.14704923492918742', 'ZYHPDROETYRD010 - 0.01855181635625847']"
HBV00000PQP4C,"['ZYBICN9287276 - 0.3326319192442246', 'HBV00000NVZIL - 0.11121562553260975', 'HBV00000NVZIN - 0.016047399223835312']"
HBV00000PQP69,['HBV00000NE1T6 - 0.00690741948020828']
HBV00000PQS82,['HBV00000PV8XW - 0.5746761311956493']
HBV00000PQSAV,['HBV00000U27PM - 0.5465638122915975']
HBV00000PUQCU,"['HBV00000O2SH9 - 0.09254647462786968', 'HBV00000PV5MN - 0.027010418907786826', 'HBV00000NVZD6 - 0.0036974058840433905']"
HBV00000PUQDG,['HBV00000OE7ZB - 0.02970483445965766']
HBV00000PV5MN,"['HBV00000O2SE2 - 0.1583212363081606', 'HBV00000O2SGS - 0.03617021237438248', 'HBV00000PUQCU - 0.027010418907786826']"
HBV00000PV6B2,"['HBV00000PQJ3W - 0.4377777916896966', 'HBV00000PNG9Z - 0.32246515363570466', 'HBV00000U27O7 - 0.3222079347657917', 'HBV00000P7VOV - 0.30498150814702063', 'HBV00000P7VOK - 0.218285580552105', 'HBV00000U2B4Q - 0.17826600108070761', 'HBV00000U2B4S - 0.17089685914265695']"
HBV00000PV6O6,['HBV00000OE7FN - 0.017397632568536343']
HBV00000PV6SR,['HBV00000NFHLL - 0.15051156474086416']
HBV00000PV6WS,['HBV00000NFHKN - 0.350492495809149']
HBV00000PV795,"['HBV00000NE1VV - 0.20908206617906713', 'HBV00000PQLV1 - 0.18880366979141228', 'HBV00000PNGP0 - 0.1762340381016467', 'HBV00000PQLTS - 0.17199551393116475', 'HBV00000QU6IH - 0.1399067085456746', 'HBV00000QU6IN - 0.11297985322141386', 'HBV00000PV7AZ - 0.09806979058836524', 'HBV00000PNGP2 - 0.09631016327949865', 'HBV00000NFH09 - 0.061406425166528666', 'HBV00000PNGHQ - 0.06071959141997978', 'HBV00000JUHKU - 0.005534564240660467']"
HBV00000PV799,"['HBV00000QU3YV - 0.29399369528145913', 'HBV00000NE1VV - 0.24243192656970095']"
HBV00000PV79S,"['HBV00000NE1VV - 0.10795574069149626', 'HBV00000PV7AZ - 0.10428584747156691', 'HBV00000PVQ93 - 0.08936422408958887', 'HBV00000QU4CI - 0.03413884738109726']"
HBV00000PV7A2,"['ZYBAR7300400127417 - 0.33445180253636886', 'HBV00000OE95O - 0.32572735639885647', 'ZYHPETICEDIY004 - 0.32398768897085195', 'HBV00000LML5S - 0.28337798158169786', 'HBV00000GNAXL - 0.2670791900613116', 'ZYHPETICEDIY014 - 0.2493625345186116', 'HBV00000NE11I - 0.2406765952505295', 'HBV00000JUHIU - 0.22787975611447547', 'ZYHPETICEDIY011 - 0.2161135383211453', 'HBV00000NFMMC - 0.20997450176988175', 'ZYHPETICEDIY015 - 0.19405585719090462', 'HBV00000PVCRF - 0.1663749811546376']"
HBV00000PV7AL,"['HBV00000NFH6R - 0.1077813927608756', 'HBV00000QX1U5 - 0.09513094990543834', 'HBV00000QU6IR - 0.038668742172033393']"
HBV00000PV7AZ,"['ZYHPULKERBSK033 - 0.2379232335813934', 'ZYULKER0009204 - 0.2176180306856056', 'HBV00000JUHLG - 0.1829437039920397', 'HBV00000NE1VV - 0.1582990147346945', 'HBV00000QU4CC - 0.15202127117963882', 'HBV00000QU4C0 - 0.14915055739297203', 'HBV00000PQLV1 - 0.13802061834703963', 'HBV00000JUHN2 - 0.1338823540859271', 'HBV00000PV79S - 0.10428584747156691', 'HBV00000PV795 - 0.09806979058836524', 'ZYULKER0007200 - 0.08474579262694933', 'HBV00000QU4CI - 0.08231715882897477', 'HBV00000U2B4S - 0.040557822290583155', 'ZYHPETICEBSK107 - 0.0324753524107427']"
HBV00000PV8AP,['HBV00000NFH09 - 0.3039674183088103']
HBV00000PV8MG,['HBV00000GI4SZ - 0.4269729765292048']
HBV00000PV8XW,['HBV00000PQS82 - 0.5746761311956493']
HBV00000PV9MB,"['HBV00000PNGP0 - 0.1861926730786541', 'HBV00000PNGP2 - 0.09175164031239921']"
HBV00000PVAXI,"['HBV00000P7QHA - 0.2505815257154833', 'ZYHPDROETTTL051 - 0.18394012193707607', 'HBV00000PQLJ6 - 0.14660377746225098', 'ZYHPDROETYRD009 - 0.10576245390995752', 'ZYHPDROETYRD010 - 0.103114554912279', 'HBV00000PQIIM - 0.08355324843769354', 'ZYHPDROETPDN009 - 0.08134579326119018']"
HBV00000PVB6Z,['SGPAN609191 - 0.7984358619469764']
HBV00000PVBEH,['HBV00000NFHEX - 0.48542534771164747']
HBV00000PVBEX,"['HBV00000NFGXT - 0.31932952065982434', 'ZYHPSOLENKGF005 - 0.2650495691234421', 'HBV00000JUHKQ - 0.20566606225284614', 'HBV00000JUHKS - 0.18064720399783826', 'HBV00000QU6IR - 0.10957001797643745']"
HBV00000PVBJY,['HBV00000NGXFL - 0.273759245159036']
HBV00000PVBKZ,['HBV000006IZL9 - 0.43549606922815304']
HBV00000PVCBM,['HBV00000PQLFR - 0.5080446206671821']
HBV00000PVCE6,"['ZYBICN9287634 - 0.2598527067460576', 'ZYBICN9287641 - 0.1264954029926958']"
HBV00000PVCI5,"['HBV00000PVCIG - 0.35471460286178386', 'HBV00000IQDIZ - 0.2895060823924923', 'HBV00000PVCI8 - 0.21929329846193182', 'HBV00000PVCIJ - 0.21002601946400376', 'HBV00000NE257 - 0.029554344136771455']"
HBV00000PVCI8,"['HBV00000PVCIG - 0.4376745536900952', 'HBV00000PVCIJ - 0.38419043100010664', 'HBV00000IQDIZ - 0.3674457520442897', 'HBV00000PVCI5 - 0.21929329846193182', 'HBV00000NE12P - 0.11739507855639739']"
HBV00000PVCIG,"['HBV00000PVCI8 - 0.4376745536900952', 'HBV00000IQDIZ - 0.3849489564980073', 'HBV00000PVCI5 - 0.35471460286178386', 'HBV00000PVCIJ - 0.2669832612387679']"
HBV00000PVCIJ,"['HBV00000PVCI8 - 0.38419043100010664', 'HBV00000IQDIZ - 0.33506391662540747', 'HBV00000PVCIG - 0.2669832612387679', 'HBV00000PVCI5 - 0.21002601946400376', 'HBV00000JUHBC - 0.023443733861009827', 'HBV00000NE259 - 0.010586641586143615']"
HBV00000PVCIU,"['HBV00000QS9QM - 0.405254159393795', 'HBV00000PVCK0 - 0.16082854227573679']"
HBV00000PVCJ8,['HBV00000NG8K2 - 0.015327709481630345']
HBV00000PVCK0,"['HBV00000PQLPB - 0.2588498239676542', 'HBV00000PVCIU - 0.16082854227573684']"
HBV00000PVCR7,"['ZYHPULKERCIK050 - 0.2688676615904188', 'HBV00000PQLTS - 0.2257594681445677', 'ZYHPETICECIK008 - 0.19393085697805862', 'HBV00000PQLWT - 0.1865551838375793', 'HBV00000NFH6V - 0.014517157944106823']"
HBV00000PVCRF,"['HBV00000NE11I - 0.2752342529180215', 'HBV00000OE95O - 0.24153579707060588', 'HBV00000PV7A2 - 0.1663749811546376']"
HBV00000PVCRI,"['HBV00000NE138 - 0.34686655919109766', 'HBV00000JUHL6 - 0.3457928680010583', 'ZYULKER0009204 - 0.29667312244140637', 'HBV00000QU4CC - 0.28718955915239036', 'HBV00000NE1VV - 0.2398396331860206', 'HBV00000JUHN2 - 0.22960713578364308', 'HBV00000QU6IH - 0.22085771230231938', 'HBV00000QU6IN - 0.17592622022640791', 'HBV00000JUHKU - 0.09991868588075697', 'HBV00000PQLVL - 0.0994184266942299', 'HBV00000NFH09 - 0.040070043043009304']"
HBV00000PVCRM,['HBV00000NFH09 - 0.13841598855442833']
HBV00000PVCSA,"['ZYULKER0009204 - 0.5301558648116603', 'HBV00000NE1VV - 0.41430671484652365', 'HBV00000JUHKU - 0.187059642172419']"
HBV00000PVCSW,['HBV00000NE1VV - 0.4279434885856508']
HBV00000PVQ5D,['HBV00000OELBY - 0.16752957704367158']
HBV00000PVQ93,"['HBV00000JUHL6 - 0.3049120541057709', 'HBV00000NE1VV - 0.20239305206246738', 'HBV00000QU6IN - 0.16864604183464704', 'ZYULKER0007200 - 0.1635141566482881', 'HBV00000QU6IH - 0.14240010722066596', 'HBV00000PV79S - 0.08936422408958893', 'HBV00000QSG5I - 0.0792314075197747', 'HBV00000QU3YV - 0.06749285498005267', 'HBV00000PNG99 - 0.04615176327921487', 'HBV00000JUHKU - 0.025339416138054023', 'HBV00000PQLVL - 0.0067766583661865885']"
HBV00000PVQ95,"['HBV00000JUHLE - 0.49923343199925946', 'HBV00000NE1SJ - 0.38947694503255453', 'HBV00000PQLFR - 0.35823685111072273', 'HBV00000NE1VV - 0.15225693162783405', 'ZYHPETICEBSK107 - 0.13720988444638899', 'HBV00000PNGHQ - 0.11653778709992302']"
HBV00000QS9K2,['HBV00000QS9K4 - 0.5911423495024982']
HBV00000QS9K4,['HBV00000QS9K2 - 0.5911423495024983']
HBV00000QS9KA,['HBV00000QS9KI - 0.4674739569958064']
HBV00000QS9KC,['HBV00000QS9KI - 0.4946077605032385']
HBV00000QS9KI,"['HBV00000QS9KC - 0.4946077605032385', 'HBV00000QS9KA - 0.4674739569958064']"
HBV00000QS9KM,"['HBV00000P7Z96 - 0.192064141889389', 'HBV00000NFH8F - 0.18217769760841954', 'HBV00000QT47I - 0.054485315410817435', 'HBV00000SP6YX - 0.02078150077369744']"
HBV00000QS9LK,['HBV00000P7VT6 - 0.10024086957474175']
HBV00000QS9LY,"['HBV00000QX264 - 0.08813284577075535', 'HBV00000NH2LL - 0.0047806216809153125']"
HBV00000QS9QI,"['HBV00000QS9QR - 0.29887279416569607', 'HBV00000QS9QK - 0.2799012752740532', 'HBV00000QS9QM - 0.15214015155569757', 'HBV00000NFH57 - 0.01923148336055741']"
HBV00000QS9QK,"['HBV00000QS9QM - 0.46663228014013586', 'HBV00000QS9QI - 0.2799012752740533']"
HBV00000QS9QM,"['HBV00000QS9QO - 0.5317441914028801', 'HBV00000QS9QR - 0.4710866410876719', 'HBV00000QS9QK - 0.46663228014013586', 'HBV00000PVCIU - 0.405254159393795', 'HBV00000QS9QI - 0.15214015155569752']"
HBV00000QS9QO,['HBV00000QS9QM - 0.5317441914028801']
HBV00000QS9QR,"['HBV00000QS9QM - 0.4710866410876719', 'HBV00000QS9QI - 0.29887279416569595', 'HBV00000NFH57 - 0.28164783887830613', 'HBV00000P7VR8 - 0.2528163829562493', 'HBV00000NE257 - 0.18069539980787758']"
HBV00000QSG5I,"['HBV00000NFGVX - 0.28867771967208894', 'HBV00000PVQ93 - 0.0792314075197747', 'HBV00000NFGQQ - 0.07217948587768395', 'HBV00000QSG5K - 0.030475278390335214']"
HBV00000QSG5K,"['HBV00000OE8AU - 0.3785472335701449', 'ZYPEYMAN202294 - 0.25835761835062826', 'HBV00000NFHG1 - 0.23889983426398662', 'HBV00000NFGQQ - 0.19457079447149744', 'HBV00000NFHE0 - 0.18066192939977657', 'HBV00000NFHE2 - 0.05491992392858578', 'HBV00000QSG5I - 0.030475278390335214']"
HBV00000QSG5M,"['HBV00000SP6Y8 - 0.3576009672525143', 'HBV00000NFGQQ - 0.2566058008807457', 'HBV00000NFHG1 - 0.15019099869959882']"
HBV00000QT47I,"['HBV00000SP6YX - 0.14379555122164286', 'HBV00000QS9KM - 0.054485315410817386']"
HBV00000QU3XP,"['HBV00000QU46H - 0.06946407038051158', 'HBV00000QU3ZD - 0.004286785593522743']"
HBV00000QU3XR,['HBV00000NG8K2 - 0.06119528450306307']
HBV00000QU3Y9,"['HBV00000QU3YB - 0.40358175111557837', 'HBV00000QU3Z9 - 0.02824930927883904']"
HBV00000QU3YB,"['HBV00000QU3Y9 - 0.40358175111557837', 'HBV00000JUHBC - 0.260523787988855', 'HBV00000NE1FA - 0.13276266427049935', 'ZYBICN9286983 - 0.1290445981775367', 'HBV00000NE0TW - 0.10350878967551472', 'HBV00000NE259 - 0.06525777429840586', 'HBV00000QU46H - 0.03860234135399466', 'HBV00000QU3ZD - 0.011001847753371789']"
HBV00000QU3YV,"['HBV00000PV799 - 0.29399369528145913', 'HBV00000QX1T5 - 0.24284985475354476', 'HBV00000NE1VV - 0.08421765649329044', 'HBV00000PVQ93 - 0.06749285498005261']"
HBV00000QU3Z7,"['HBV00000QU3ZD - 0.05448022234321402', 'HBV00000QU3Z9 - 0.03541146756965799']"
HBV00000QU3Z9,"['HBV00000QU3ZB - 0.15820409273241762', 'HBV00000QU3ZH - 0.14439096627768908', 'HBV00000QU3ZD - 0.13693831892917735', 'ZYHPBARILMKR035 - 0.1139204873765744', 'HBV00000QU3Z7 - 0.03541146756965804', 'HBV00000QU3Y9 - 0.02824930927883904']"
HBV00000QU3ZB,"['ZYHPBARILMKR035 - 0.41664896753204655', 'HBV00000QU3ZH - 0.3015832847145661', 'HBV00000QU3Z9 - 0.15820409273241762', 'HBV00000QU3ZD - 0.13364406309626572']"
HBV00000QU3ZD,"['HBV00000QU3Z9 - 0.13693831892917735', 'HBV00000QU3ZB - 0.13364406309626575', 'HBV00000QU3ZH - 0.10983205152981962', 'ZYHPBARILMKR035 - 0.06328774496166334', 'ZYHPREISBBKL011 - 0.06119528450306307', 'ZYHPBARILMKR029 - 0.05625139588195391', 'HBV00000QU3Z7 - 0.05448022234321402', 'HBV00000PQKB6 - 0.021228057671933837', 'HBV00000QU3YB - 0.01100184775337184', 'HBV00000NFMLA - 0.00802249456482124', 'HBV00000QU3XP - 0.004286785593522743']"
HBV00000QU3ZH,"['ZYHPBARILMKR035 - 0.35956411590690485', 'HBV00000QU3ZB - 0.3015832847145661', 'HBV00000QU3Z9 - 0.14439096627768908', 'HBV00000QU3ZD - 0.10983205152981962', 'HBV00000QU46N - 0.10921894864391404']"
HBV00000QU42H,"['ZYSULKORO32603 - 0.5630958893345567', 'HBV00000O3C6M - 0.2667848885875029', 'ZYSULKORO50256 - 0.2385128482760747']"
HBV00000QU443,"['HBV00000QU449 - 0.442417780807431', 'HBV00000OELAC - 0.3645425795552617', 'HBV00000OEL7I - 0.2771009680066911']"
HBV00000QU445,"['HBV00000QU449 - 0.5267005299359445', 'HBV00000OELDI - 0.038955000758180175']"
HBV00000QU449,"['HBV00000QU445 - 0.5267005299359445', 'HBV00000QU443 - 0.4424177808074311', 'HBV00000OEL9Y - 0.3353820130784391', 'HBV00000OEL7I - 0.27559970852599436', 'HBV00000OELAC - 0.24977917823653278', 'HBV00000OELDI - 0.044375452856761484']"
HBV00000QU463,"['HBV00000P7VMU - 0.2933157783654227', 'HBV00000SP76S - 0.1587627037914675', 'HBV00000P7VP1 - 0.15417297206732336', 'HBV00000NFH09 - 0.1098356342274159']"
HBV00000QU467,"['HBV00000QX1U5 - 0.42438068314552446', 'HBV00000P7VP1 - 0.22522026402565573', 'HBV00000H1O7F - 0.11824550632639252']"
HBV00000QU46H,"['HBV00000QU46J - 0.27214389870098005', 'ZYHPANKARMKR005 - 0.22919172344915026', 'HBV00000QU46N - 0.20661966323075584', 'ZYHPANKARMKR011 - 0.15498138055646954', 'ZYHPANKARMKR009 - 0.1033129360477928', 'HBV00000PQIK2 - 0.09836904742668365', 'HBV00000QU3XP - 0.06946407038051164', 'HBV00000QU3YB - 0.03860234135399471', 'HBV00000NE158 - 0.018530879550601193', 'HBV00000NE1FA - 0.017163471830609785']"
HBV00000QU46J,"['HBV00000QU46N - 0.2916563883324009', 'HBV00000QU46H - 0.27214389870098005', 'ZYHPANKARMKR005 - 0.2705554068114359', 'ZYHPANKARMKR011 - 0.23290172692931943', 'HBV00000PQIK2 - 0.1848711710480522', 'ZYHPANKARMKR009 - 0.17935094610364444', 'ZYHPBARILMKR035 - 0.1237626926622293', 'HBV00000PQLQG - 0.08409344101726302', 'HBV00000NE12P - 0.0799660247162804', 'HBV00000NE259 - 0.047135461437752796', 'HBV00000NE1FA - 0.017516131234795302', 'HBV00000NE257 - 0.013463086856205349']"
HBV00000QU46N,"['HBV00000QU46J - 0.2916563883324009', 'ZYHPANKARMKR005 - 0.2892421813917042', 'ZYHPANKARMKR011 - 0.27410106222301206', 'HBV00000QU46H - 0.20661966323075584', 'ZYHPANKARMKR009 - 0.14486493074567097', 'ZYHPBARILMKR035 - 0.12738523676955593', 'HBV00000QU3ZH - 0.1092189486439141']"
HBV00000QU46P,"['ZYPEYMAN200559 - 0.8230115306829984', 'HBV00000QU46R - 0.706315156073232', 'HBV00000PNGD8 - 0.641604561379434']"
HBV00000QU46R,"['HBV00000QU46P - 0.706315156073232', 'HBV00000PNGD8 - 0.6922973054978034']"
HBV00000QU486,"['HBV00000QU48A - 0.2626463861417555', 'HBV00000QU488 - 0.21412535767028093']"
HBV00000QU488,"['HBV00000QU48A - 0.47460281278092686', 'HBV00000QU486 - 0.21412535767028093']"
HBV00000QU48A,"['HBV00000QU488 - 0.47460281278092686', 'HBV00000QU486 - 0.2626463861417556']"
HBV00000QU4BW,['HBV00000QU4C0 - 0.5059882925880822']
HBV00000QU4C0,"['HBV00000QU4BW - 0.5059882925880822', 'HBV00000QU4CC - 0.3343396196617541', 'HBV00000DW9O1 - 0.20350412630105633', 'HBV00000PV7AZ - 0.14915055739297203', 'HBV00000NFH09 - 0.08722010355237299']"
HBV00000QU4CC,"['HBV00000PQLUB - 0.4851893297021196', 'ZYHPULKERBSK080 - 0.3790980513495602', 'HBV00000QU4C0 - 0.3343396196617541', 'HBV00000PVCRI - 0.28718955915239036', 'HBV00000JUHN2 - 0.24205111889330752', 'HBV00000PV7AZ - 0.15202127117963882', 'HBV00000NFH09 - 0.011503002194573618']"
HBV00000QU4CI,"['HBV00000PV7AZ - 0.08231715882897477', 'HBV00000PQLFR - 0.06572108625876158', 'HBV00000PNGG6 - 0.05938438899422733', 'HBV00000JUHLG - 0.05819737897195368', 'HBV00000NE163 - 0.05444050037311822', 'HBV00000NE1SJ - 0.044867231050120505', 'HBV00000PV79S - 0.03413884738109731', 'HBV00000PQLV1 - 0.0337372920041881', 'ZYULKER0009204 - 0.02352305227838775', 'HBV00000SP808 - 0.0225779337567405', 'HBV00000SP8BL - 0.006705425549010684', 'HBV00000JUHN2 - 0.0015955058797072214', 'HBV00000NE138 - 0.0005166650719382862']"
HBV00000QU4CM,"['ZYULKER040275 - 0.5504001006716425', 'ZYHPULKERCIK042 - 0.1174435879111741', 'HBV00000NFH6V - 0.07517470825931508']"
HBV00000QU4CO,"['HBV00000NVZIE - 0.34445792119132285', 'HBV00000H1O7F - 0.21729743301603963', 'HBV00000P7VMU - 0.13142771746076384', 'HBV00000LML58 - 0.08283209509796469', 'HBV00000QU6IR - 0.07694333268552778', 'HBV00000QU6IH - 0.07563934133957571', 'HBV00000P7VP1 - 0.04839810737961534', 'HBV00000PNGP0 - 0.020762210187756345', 'ZYHPULKERCIK042 - 0.0012046096579491552']"
HBV00000QU6FS,"['HBV00000JUHOY - 0.7829167518908511', 'HBV000006IYWI - 0.4965785549896467']"
HBV00000QU6FU,['ZYNES12158131 - 0.3897350493376697']
HBV00000QU6IH,"['HBV00000U271N - 0.41935130934507364', 'HBV00000QU6IN - 0.3305372842820455', 'HBV00000PQLVL - 0.30106215590591634', 'HBV00000PVCRI - 0.22085771230231938', 'HBV00000JUHKU - 0.21779909516372875', 'ZYULKER0009204 - 0.16419744355653365', 'HBV00000NE1VV - 0.15406991224329525', 'HBV00000PVQ93 - 0.1424001072206659', 'ZYULKER0007200 - 0.14168488284310932', 'HBV00000PV795 - 0.13990670854567455', 'HBV00000U27O9 - 0.10609431098359051', 'HBV00000PLGT3 - 0.1016497297311595', 'HBV00000QU4CO - 0.07563934133957566', 'HBV00000PNGP0 - 0.056511289472076655', 'HBV00000P7VP1 - 0.04313616270583548', 'HBV00000NFH09 - 0.018370979300643308', 'HBV00000PNGP2 - 0.012263693455513064']"
HBV00000QU6IN,"['HBV00000U271N - 0.33589432000658737', 'HBV00000QU6IH - 0.3305372842820455', 'HBV00000PQLVL - 0.25648406198160933', 'HBV00000JUHKU - 0.19406290152380987', 'HBV00000PVCRI - 0.17592622022640791', 'HBV00000PVQ93 - 0.168646041834647', 'HBV00000PNGP0 - 0.12078889485560741', 'HBV00000PV795 - 0.11297985322141386', 'HBV00000NE1VV - 0.11262589897492772', 'HBV00000PLGT3 - 0.07472287440689886', 'ZYULKER0007200 - 0.06051154639056739', 'ZYHPETICEBSK107 - 0.047385415043791373', 'HBV00000SP76S - 0.04606612752448144', 'HBV00000PNGP2 - 0.0385096280694942', 'HBV00000NFH09 - 0.03658256423546546', 'ZYHPULKERCIK042 - 0.02554594367413412']"
HBV00000QU6IR,"['HBV00000NFH6R - 0.2884398160251341', 'ZYHPULKERKGF027 - 0.18887238925069688', 'ZYHPULKERCIK050 - 0.18788941080118937', 'HBV00000P7VP5 - 0.16550143490248562', 'HBV00000PVBEX - 0.10957001797643745', 'HBV00000PQLTS - 0.10377019339723806', 'HBV00000QU4CO - 0.07694333268552772', 'ZYHPETICECIK008 - 0.058706125060547974', 'HBV00000NFH6V - 0.045206366539903335', 'HBV00000PV7AL - 0.03866874217203334', 'HBV00000LML58 - 0.0223440077559113', 'HBV00000PNGP0 - 0.01680425685992854', 'ZYHPULKERCIK042 - 0.012765766386246656', 'HBV00000H1O7F - 0.007230987536930877', 'HBV00000NFH09 - 0.006817878371729062']"
HBV00000QX1T5,"['HBV00000QU3YV - 0.24284985475354476', 'HBV00000NE1VV - 0.11105838129186314']"
HBV00000QX1U1,"['HBV00000QX1U5 - 0.5398805768638876', 'HBV00000NFGTP - 0.17506273403272168']"
HBV00000QX1U5,"['HBV00000QX1U1 - 0.5398805768638876', 'HBV00000QU467 - 0.42438068314552446', 'HBV00000P7VOZ - 0.4237389198650375', 'HBV00000P7VP1 - 0.24537743277511478', 'HBV00000PV7AL - 0.09513094990543838']"
HBV00000QX1W5,['HBV00000NFHAE - 0.4663174615062022']
HBV00000QX1ZD,"['ZYHPESKINTSK004 - 0.1649514642685399', 'ZYBICN9286983 - 0.046329366732087825', 'HBV00000NG8K2 - 0.026520957809497144', 'HBV00000NE259 - 0.0005471796046077027']"
HBV00000QX24Q,"['HBV00000O2SGG - 0.20249579922842614', 'HBV00000O2SGO - 0.02798024480031222']"
HBV00000QX264,"['HBV00000NH2LL - 0.3779269593379824', 'ZYBICN9286937 - 0.10008643230315656', 'HBV00000QS9LY - 0.0881328457707554']"
HBV00000QX2LV,['HBV00000OEL8E - 0.0046305206870252465']
HBV00000RJ9NF,['HBV00000NE0QQ - 0.15888862942937582']
HBV00000SF25D,"['HBV00000PLHFX - 0.36984448945814197', 'HBV00000SF25F - 0.3512823855630974']"
HBV00000SF25F,"['HBV00000PLHFX - 0.5781691362571328', 'HBV00000SF25D - 0.3512823855630974']"
HBV00000SF25L,['HBV00000SP6TM - 0.04667000972080547']
HBV00000SP6TM,['HBV00000SF25L - 0.04667000972080547']
HBV00000SP6TO,['HBV00000NFMMQ - 0.10723983957045087']
